Protein.Group,Genes,PG.MaxLFQ,CellType,Fraction,SampleName
P16435,POR,10707.3828125,EP,2,EP_F2
P16435,POR,5557.68017578125,WO,2,WO_F2
P16435,POR,5604.45068359375,WO,3,WO_F3
Q7L0J3,SV2A,1471.1038818359375,EP,2,EP_F2
Q7L0J3,SV2A,40559.87109375,EP,3,EP_F3
Q7L0J3,SV2A,2929.841796875,EP,4,EP_F4
Q7L0J3,SV2A,4702.35107421875,WO,3,WO_F3
Q9Y6B6,SAR1B,28722.154296875,WO,4,WO_F4
Q8WZA0,LZIC,26996.1796875,WO,1,WO_F1
Q9H0F7,ARL6,23953.8515625,EP,2,EP_F2
Q9H0F7,ARL6,88093.21875,EP,3,EP_F3
Q9H0F7,ARL6,19552.365234375,EP,4,EP_F4
Q9H0F7,ARL6,22488.5078125,WO,3,WO_F3
Q9H0F7,ARL6,7794.20654296875,EP,1,EP_F1
Q9H0F7,ARL6,12615.4462890625,WO,2,WO_F2
Q9H0F7,ARL6,3738.86865234375,WO,4,WO_F4
O60499,STX10,5688.73974609375,EP,2,EP_F2
Q9H0A0,NAT10,4236.41748046875,EP,1,EP_F1
Q9H0A0,NAT10,2778.183837890625,EP,4,EP_F4
Q9H0A0,NAT10,4160.85205078125,WO,4,WO_F4
Q16623,STX1A,6546.2529296875,EP,2,EP_F2
Q16623,STX1A,5160.91748046875,WO,2,WO_F2
Q14651,PLS1,11207.65234375,EP,2,EP_F2
P82933,MRPS9,11640.4091796875,EP,1,EP_F1
P82933,MRPS9,40390.66796875,EP,2,EP_F2
P82933,MRPS9,11759.1572265625,WO,1,WO_F1
P82933,MRPS9,20185.7265625,WO,2,WO_F2
P28066,PSMA5,44789.70703125,WO,2,WO_F2
P35612,ADD2,7054.99462890625,EP,2,EP_F2
Q9UMY1,NOL7,12835.5126953125,EP,1,EP_F1
Q9UMY1,NOL7,8324.193359375,EP,2,EP_F2
Q9UMY1,NOL7,26003.7109375,WO,1,WO_F1
Q9UMY1,NOL7,13642.1337890625,WO,2,WO_F2
Q96DE0,NUDT16,113609.4609375,WO,2,WO_F2
Q96DE0,NUDT16,44002.25,WO,3,WO_F3
Q13835,PKP1,0,WO,3,WO_F3
Q96JQ2,CLMN,4261.86474609375,WO,3,WO_F3
Q9Y5X3,SNX5,30495.365234375,EP,1,EP_F1
Q9Y5X3,SNX5,14420.89453125,EP,4,EP_F4
Q9NRA8,EIF4ENIF1,7737.31201171875,WO,1,WO_F1
P00751,CFB,14681.724609375,WO,2,WO_F2
O14787,TNPO2,4010.036376953125,EP,2,EP_F2
O14787,TNPO2,1318.193603515625,WO,2,WO_F2
Q9NVH0,EXD2,5191.02294921875,WO,3,WO_F3
O95816,BAG2,23834.373046875,EP,2,EP_F2
O95816,BAG2,102042.703125,WO,2,WO_F2
Q8NI08,NCOA7,6549.822265625,EP,4,EP_F4
Q8NI08,NCOA7,8066.25732421875,WO,4,WO_F4
Q9HC56,PCDH9,4710.2236328125,WO,3,WO_F3
A3KMH1,VWA8,6290.5029296875,EP,1,EP_F1
Q9C0J8,WDR33,11310.4482421875,EP,2,EP_F2
Q14320,FAM50A,10670.3134765625,EP,1,EP_F1
Q14320,FAM50A,9179.330078125,EP,2,EP_F2
Q14320,FAM50A,7658.41552734375,WO,1,WO_F1
Q9Y3U8,RPL36,56808.88671875,EP,4,EP_F4
Q9Y3U8,RPL36,465955.46875,WO,1,WO_F1
Q9Y3U8,RPL36,378184.59375,WO,2,WO_F2
Q9Y3U8,RPL36,835065.3125,WO,3,WO_F3
Q9Y3U8,RPL36,410664.15625,WO,4,WO_F4
Q9Y3U8,RPL36,143223.125,EP,1,EP_F1
P55196,AFDN,10276.2880859375,EP,2,EP_F2
Q8N108,MIER1,1497.1328125,EP,1,EP_F1
Q8N108,MIER1,8204.859375,EP,2,EP_F2
Q8N108,MIER1,2267.87353515625,WO,2,WO_F2
Q92597,NDRG1,10171.5888671875,EP,2,EP_F2
Q92597,NDRG1,5735.9228515625,EP,3,EP_F3
Q92597,NDRG1,106292.7890625,WO,2,WO_F2
Q92597,NDRG1,41605.609375,WO,3,WO_F3
O15371,EIF3D,21570.9921875,WO,3,WO_F3
Q96LT9,RNPC3,9764.947265625,EP,3,EP_F3
Q96LT9,RNPC3,2200.49609375,WO,1,WO_F1
Q96LT9,RNPC3,11476.203125,WO,3,WO_F3
P84074,HPCA,9427.71484375,EP,4,EP_F4
P84074,HPCA,11443.6337890625,WO,4,WO_F4
P06746,POLB,7789.6953125,EP,3,EP_F3
P06746,POLB,13240.076171875,WO,3,WO_F3
Q92597,NDRG1,16717.306640625,WO,4,WO_F4
O95210,STBD1,3582.861083984375,WO,1,WO_F1
O95210,STBD1,6415.81298828125,WO,2,WO_F2
Q12768,WASHC5,7933.3974609375,EP,2,EP_F2
P52888,THOP1,8281.3623046875,WO,1,WO_F1
Q9Y6M1,IGF2BP2,9444.6845703125,WO,3,WO_F3
Q6PCB5,RSBN1L,6891.93408203125,EP,1,EP_F1
Q6PCB5,RSBN1L,6153.03076171875,EP,2,EP_F2
Q6PCB5,RSBN1L,7763.013671875,WO,1,WO_F1
P82970,HMGN5,337300.40625,WO,1,WO_F1
Q13144,EIF2B5,6722.04638671875,EP,3,EP_F3
Q13144,EIF2B5,13849.794921875,EP,4,EP_F4
Q8N766,EMC1,33743.97265625,EP,3,EP_F3
Q8N766,EMC1,33126.484375,EP,4,EP_F4
Q8N766,EMC1,9896.4892578125,WO,3,WO_F3
Q6ZRP7,QSOX2,6007.35107421875,EP,2,EP_F2
O43439,CBFA2T2,5990.19140625,WO,2,WO_F2
P30622,CLIP1,7119.80322265625,EP,3,EP_F3
Q9GZU1,MCOLN1,5594.841796875,EP,2,EP_F2
Q9GZU1,MCOLN1,1797.6776123046875,WO,2,WO_F2
Q9NS73,MBIP,5441.9111328125,WO,1,WO_F1
Q5BKZ1,ZNF326,16154.73828125,WO,1,WO_F1
Q68DK7,MSL1,12974.0078125,WO,2,WO_F2
Q8IWV7,UBR1,6332.68310546875,EP,2,EP_F2
Q8IWV7,UBR1,5066.79345703125,WO,1,WO_F1
Q8N490,PNKD,22188.095703125,EP,2,EP_F2
Q8N490,PNKD,8147.5380859375,EP,3,EP_F3
Q8N490,PNKD,28898.482421875,WO,3,WO_F3
B2RBV5,MRFAP1L2,21150.25390625,WO,2,WO_F2
P07948,LYN,7953.0400390625,EP,4,EP_F4
Q8TEQ6,GEMIN5,17603.875,EP,2,EP_F2
Q8TEQ6,GEMIN5,10594.0595703125,WO,2,WO_F2
Q9NW15,ANO10,4889.08544921875,EP,2,EP_F2
Q9NW15,ANO10,17385.228515625,EP,3,EP_F3
Q9BY77,POLDIP3,22842.447265625,WO,2,WO_F2
Q9BY77,POLDIP3,20246.33203125,WO,3,WO_F3
Q13029,PRDM2,11069.8515625,WO,2,WO_F2
O00294,TULP1,28946.830078125,WO,2,WO_F2
O75586,MED6,2460.64111328125,WO,3,WO_F3
Q8N183,NDUFAF2,28384.9765625,WO,1,WO_F1
Q8N183,NDUFAF2,61721.40234375,WO,2,WO_F2
Q9ULE6,PALD1,757.39642333984375,WO,3,WO_F3
Q9BQE9,BCL7B,10207.98828125,WO,1,WO_F1
Q9BQE9,BCL7B,5424.05859375,WO,2,WO_F2
Q13451,FKBP5,23834.859375,WO,3,WO_F3
Q13451,FKBP5,13987.5732421875,WO,4,WO_F4
Q96SW2,CRBN,7781.02392578125,EP,2,EP_F2
Q96SW2,CRBN,5644.8544921875,WO,2,WO_F2
P51674,GPM6A,181234.28125,EP,1,EP_F1
P51674,GPM6A,224506.28125,WO,1,WO_F1
P51674,GPM6A,16492.16015625,WO,3,WO_F3
A2RUC4,TYW5,4063.86083984375,EP,1,EP_F1
A2RUC4,TYW5,2335.12060546875,WO,1,WO_F1
Q8IWQ3,BRSK2,8031.68212890625,EP,3,EP_F3
Q8IWQ3,BRSK2,4302.85302734375,EP,4,EP_F4
Q92903,CDS1,12329.3037109375,EP,4,EP_F4
P51948,MNAT1,21762.009765625,EP,2,EP_F2
P51948,MNAT1,41659.359375,WO,2,WO_F2
P51948,MNAT1,25086.001953125,WO,3,WO_F3
P51948,MNAT1,7871.7578125,WO,4,WO_F4
Q5T1C6,THEM4,1248.409912109375,EP,3,EP_F3
Q5T1C6,THEM4,1005.2211303710938,EP,4,EP_F4
Q6UVY6,MOXD1,15744.1923828125,EP,2,EP_F2
Q6UVY6,MOXD1,9250.8837890625,EP,3,EP_F3
Q6UVY6,MOXD1,16683.2265625,WO,3,WO_F3
Q6UVY6,MOXD1,16576.94921875,WO,4,WO_F4
P55001,MFAP2,5573.70751953125,EP,1,EP_F1
Q16643,DBN1,8466.8505859375,EP,2,EP_F2
Q16643,DBN1,30516.509765625,EP,3,EP_F3
P42696,RBM34,4501.40966796875,EP,1,EP_F1
P42696,RBM34,10922.822265625,WO,1,WO_F1
Q9HCB6,SPON1,13879.916015625,EP,1,EP_F1
Q96EK9,KTI12,2507.1552734375,WO,1,WO_F1
Q9H0E9,BRD8,13137.2412109375,WO,3,WO_F3
Q9H0E9,BRD8,8886.5146484375,WO,4,WO_F4
Q9HAU5,UPF2,5550.93212890625,EP,3,EP_F3
Q9HAU5,UPF2,8255.13671875,WO,2,WO_F2
Q9NP61,ARFGAP3,6886.76220703125,EP,2,EP_F2
Q9NP61,ARFGAP3,45160.30078125,WO,3,WO_F3
O60934,NBN,7885.22607421875,EP,2,EP_F2
O60934,NBN,4278.7392578125,WO,3,WO_F3
Q92618,ZNF516,4239.30615234375,EP,2,EP_F2
Q92618,ZNF516,2793.143310546875,WO,2,WO_F2
Q9BXK5,BCL2L13,3141.776123046875,EP,2,EP_F2
Q69YN4,VIRMA,4576.72412109375,EP,3,EP_F3
Q03701,CEBPZ,2768.705078125,EP,3,EP_F3
Q03701,CEBPZ,2623.547119140625,WO,3,WO_F3
Q7L099,RUFY3,52490.43359375,EP,2,EP_F2
Q7L099,RUFY3,25453.66015625,WO,1,WO_F1
Q7L099,RUFY3,237832.1875,WO,2,WO_F2
Q7L099,RUFY3,61743.734375,WO,3,WO_F3
Q8IWT6,LRRC8A,15134.1591796875,EP,1,EP_F1
P78552,IL13RA1,3399.730224609375,WO,2,WO_F2
Q9Y678,COPG1,7678.47802734375,WO,3,WO_F3
Q96GA3,LTV1,7740.103515625,WO,3,WO_F3
Q9UQ35,SRRM2,15244.1728515625,EP,2,EP_F2
Q9UQ35,SRRM2,11492.8759765625,EP,3,EP_F3
P09497,CLTB,57671.6640625,EP,1,EP_F1
P09497,CLTB,87948.2109375,WO,1,WO_F1
Q8NC51,SERBP1,206021.625,WO,3,WO_F3
Q9H3P2,NELFA,6823.5498046875,WO,4,WO_F4
Q9H3P2,NELFA,19710.03515625,WO,1,WO_F1
Q9H3P2,NELFA,24001.28515625,WO,2,WO_F2
Q9H3P2,NELFA,9876.416015625,WO,3,WO_F3
Q9UIM3,FKBPL,9176.5263671875,WO,2,WO_F2
Q9UIM3,FKBPL,13933.779296875,WO,3,WO_F3
Q8N0Z3,SPICE1,2780.534423828125,WO,2,WO_F2
Q13287,NMI,3936.90283203125,EP,2,EP_F2
Q0VDG4,SCRN3,9524.8134765625,WO,2,WO_F2
Q9UKT5,FBXO4,11388.3486328125,WO,1,WO_F1
Q9UKT5,FBXO4,1648.974853515625,WO,2,WO_F2
Q15031,LARS2,11142.009765625,EP,2,EP_F2
O75880,SCO1,8415.6181640625,WO,1,WO_F1
Q9UL40,ZNF346,19982.63671875,WO,1,WO_F1
Q9UL40,ZNF346,19439.44921875,WO,2,WO_F2
Q6GMV3,PTRHD1,7419.63134765625,EP,2,EP_F2
Q6GMV3,PTRHD1,60227.078125,WO,2,WO_F2
Q96LJ7,DHRS1,8186.068359375,EP,2,EP_F2
Q96LJ7,DHRS1,6759.34765625,WO,2,WO_F2
Q9UKD2,MRTO4,10876.1806640625,EP,1,EP_F1
Q9UKD2,MRTO4,17564.220703125,EP,2,EP_F2
Q9UKD2,MRTO4,16495.908203125,EP,3,EP_F3
Q9UKD2,MRTO4,16271.5517578125,EP,4,EP_F4
Q9UKD2,MRTO4,18551.19921875,WO,2,WO_F2
Q9UKD2,MRTO4,14126.6162109375,WO,3,WO_F3
Q9UKD2,MRTO4,18050.826171875,WO,4,WO_F4
P16435,POR,8886.203125,WO,1,WO_F1
Q96K80,ZC3H10,2006.2637939453125,WO,1,WO_F1
Q92922,SMARCC1,2073.030517578125,WO,2,WO_F2
Q92922,SMARCC1,4837.9013671875,WO,3,WO_F3
Q96RL7,VPS13A,7978.31884765625,EP,1,EP_F1
O15228,GNPAT,22668.349609375,EP,2,EP_F2
Q9Y3A2,UTP11,4347.14453125,EP,1,EP_F1
Q9Y3A2,UTP11,6442.44482421875,WO,1,WO_F1
P25490,YY1,20656.6015625,WO,1,WO_F1
P49915,GMPS,18279.720703125,EP,2,EP_F2
P49915,GMPS,11074.1962890625,WO,2,WO_F2
O00519,FAAH,5627.1611328125,WO,2,WO_F2
O00519,FAAH,1386.724609375,WO,3,WO_F3
Q9UKE5,TNIK,4600.77490234375,EP,4,EP_F4
Q8IZ21,PHACTR4,30573.33984375,WO,1,WO_F1
Q8IZ21,PHACTR4,52831,WO,2,WO_F2
P11532,DMD,6893.4833984375,EP,3,EP_F3
P11532,DMD,3035.086181640625,WO,3,WO_F3
Q9Y243,AKT3,7360.8515625,EP,3,EP_F3
Q9Y243,AKT3,2787.65625,WO,3,WO_F3
Q8NBJ5,COLGALT1,8809.376953125,EP,4,EP_F4
Q8NBJ5,COLGALT1,7143.19677734375,WO,4,WO_F4
Q13017,ARHGAP5,8913.54296875,EP,3,EP_F3
Q9BVK6,TMED9,106006.6640625,WO,4,WO_F4
Q9Y3C8,UFC1,183117.703125,WO,1,WO_F1
O75554,WBP4,7074.3349609375,EP,3,EP_F3
O75554,WBP4,27303.75,WO,3,WO_F3
Q8ND56,LSM14A,5823.013671875,EP,2,EP_F2
Q8ND56,LSM14A,7743.47705078125,EP,3,EP_F3
Q96L92,SNX27,43603.6484375,EP,4,EP_F4
Q13371,PDCL,5105.29541015625,EP,2,EP_F2
Q13371,PDCL,9532.2783203125,EP,3,EP_F3
Q9P2Q2,FRMD4A,3830.608154296875,EP,3,EP_F3
Q9P2Q2,FRMD4A,2822.658447265625,EP,4,EP_F4
Q86V48,LUZP1,8828.2890625,WO,4,WO_F4
Q9H173,SIL1,16815.794921875,WO,2,WO_F2
Q9H173,SIL1,12737.1484375,WO,3,WO_F3
Q96L92,SNX27,25686.263671875,EP,3,EP_F3
O75391,SPAG7,108660.3828125,EP,2,EP_F2
O75391,SPAG7,44129.1796875,EP,3,EP_F3
O75391,SPAG7,16215.5537109375,WO,1,WO_F1
O75391,SPAG7,306438.21875,WO,2,WO_F2
P20585,MSH3,5052.37548828125,WO,3,WO_F3
P30153,PPP2R1A,85837.3515625,EP,3,EP_F3
P30153,PPP2R1A,29640.041015625,WO,4,WO_F4
Q9Y5B8,NME7,4938.86572265625,EP,2,EP_F2
Q9Y5B8,NME7,5837.68896484375,WO,2,WO_F2
O95503,CBX6,2562.70751953125,WO,2,WO_F2
Q96FW1,OTUB1,57901.75390625,EP,1,EP_F1
Q96FW1,OTUB1,27939.716796875,EP,3,EP_F3
Q96FW1,OTUB1,33716.67578125,WO,1,WO_F1
Q96FW1,OTUB1,25654.1796875,WO,2,WO_F2
Q96FW1,OTUB1,29122.3125,EP,4,EP_F4
Q96FW1,OTUB1,13389.1826171875,WO,3,WO_F3
Q86TJ2,TADA2B,6220.09228515625,EP,3,EP_F3
Q86TJ2,TADA2B,1982.308349609375,WO,3,WO_F3
P16615,ATP2A2,33314.93359375,WO,2,WO_F2
P49767,VEGFC,2735.824462890625,WO,1,WO_F1
P54803,GALC,40830.37109375,EP,3,EP_F3
P54803,GALC,14297.6845703125,WO,1,WO_F1
P54803,GALC,21189.130859375,WO,3,WO_F3
Q9H3H9,TCEAL2,47596.48828125,WO,1,WO_F1
Q9H3H9,TCEAL2,154506.40625,WO,2,WO_F2
O95199,RCBTB2,3189.97119140625,EP,1,EP_F1
Q05682,CALD1,340212.84375,WO,2,WO_F2
Q05682,CALD1,116246.6015625,WO,3,WO_F3
Q05682,CALD1,122391.515625,WO,4,WO_F4
Q05682,CALD1,5309.29150390625,EP,4,EP_F4
Q9H115,NAPB,36295.359375,WO,3,WO_F3
Q2M389,WASHC4,9382.7001953125,EP,2,EP_F2
Q9UPU5,USP24,6321.34912109375,WO,3,WO_F3
Q96BQ5,CCDC127,45024.77734375,EP,2,EP_F2
Q96BQ5,CCDC127,42477.93359375,WO,2,WO_F2
P17706,PTPN2,10432.001953125,WO,1,WO_F1
P13535,MYH8,181340.359375,EP,2,EP_F2
P28715,ERCC5,7194.140625,WO,2,WO_F2
Q8WU76,SCFD2,22897.6015625,EP,2,EP_F2
Q8WU76,SCFD2,9185.84375,WO,2,WO_F2
Q9NQG5,RPRD1B,24198.14453125,EP,1,EP_F1
Q99435,NELL2,6358.65380859375,EP,3,EP_F3
Q9BYJ9,YTHDF1,7738.79052734375,EP,4,EP_F4
Q9BYJ9,YTHDF1,1135.8363037109375,WO,2,WO_F2
Q9BYJ9,YTHDF1,3801.744384765625,WO,3,WO_F3
Q9UHB7,AFF4,19031.8984375,WO,2,WO_F2
Q9UHB7,AFF4,11319.5751953125,WO,3,WO_F3
P43003,SLC1A3,6164.66357421875,EP,1,EP_F1
Q96CW9,NTNG2,14153.9423828125,EP,1,EP_F1
Q96CW9,NTNG2,3294.70458984375,EP,2,EP_F2
Q96CW9,NTNG2,7574.9423828125,WO,1,WO_F1
Q96CW9,NTNG2,2676.446044921875,WO,2,WO_F2
Q96CW9,NTNG2,1866.3475341796875,WO,3,WO_F3
A2RUC4,TYW5,7775.05810546875,EP,2,EP_F2
Q9Y4C1,KDM3A,1838.681396484375,EP,2,EP_F2
P14210,HGF,10885.5029296875,WO,3,WO_F3
Q15067,ACOX1,20175.619140625,WO,2,WO_F2
O14949,UQCRQ,11371.7646484375,WO,3,WO_F3
O14949,UQCRQ,5105.02587890625,WO,4,WO_F4
O15400,STX7,4696.65283203125,EP,1,EP_F1
O15400,STX7,86395.7265625,EP,3,EP_F3
P30520,ADSS2,84954.6484375,EP,4,EP_F4
P30520,ADSS2,51951.28515625,WO,3,WO_F3
P30520,ADSS2,52445.57421875,WO,4,WO_F4
Q92804,TAF15,71182.2421875,WO,1,WO_F1
Q92804,TAF15,36237.28515625,WO,2,WO_F2
Q92804,TAF15,42937.93359375,WO,3,WO_F3
Q92804,TAF15,53176.52734375,WO,4,WO_F4
O00469,PLOD2,25765.005859375,EP,4,EP_F4
O00469,PLOD2,27130.849609375,WO,4,WO_F4
Q9C0E2,XPO4,14273.14453125,EP,3,EP_F3
Q9UJ41,RABGEF1,8979.5791015625,WO,1,WO_F1
Q7L0Y3,TRMT10C,8778.990234375,EP,2,EP_F2
Q9NZ32,ACTR10,6213.98583984375,EP,3,EP_F3
O75116,ROCK2,21386.673828125,EP,4,EP_F4
O75116,ROCK2,22631.896484375,WO,4,WO_F4
Q96J01,THOC3,15866.451171875,EP,4,EP_F4
Q7LG56,RRM2B,32019.720703125,EP,2,EP_F2
Q7LG56,RRM2B,40819.5546875,EP,3,EP_F3
Q9Y5J7,TIMM9,9242.888671875,EP,4,EP_F4
Q13427,PPIG,13444.814453125,EP,1,EP_F1
O94913,PCF11,7758.7216796875,WO,1,WO_F1
O94913,PCF11,9732.5400390625,WO,4,WO_F4
Q15386,UBE3C,5318.80322265625,EP,4,EP_F4
Q92599,SEPTIN8,221353.59375,EP,2,EP_F2
Q92599,SEPTIN8,287310.4375,EP,3,EP_F3
Q92599,SEPTIN8,115819.7421875,EP,4,EP_F4
O75575,CRCP,5340.349609375,WO,1,WO_F1
O75575,CRCP,7273.75244140625,WO,4,WO_F4
Q8N8E3,CEP112,7352.97509765625,EP,1,EP_F1
Q15777,MPPED2,7173.67919921875,EP,3,EP_F3
Q15777,MPPED2,4102.8291015625,EP,4,EP_F4
P58546,MTPN,6220.1533203125,EP,2,EP_F2
P58546,MTPN,19629.875,WO,2,WO_F2
P58546,MTPN,29181.818359375,WO,3,WO_F3
P58546,MTPN,6630.1064453125,WO,4,WO_F4
Q9Y320,TMX2,24928.65234375,EP,4,EP_F4
Q9Y320,TMX2,5214.9609375,WO,4,WO_F4
Q8WWM7,ATXN2L,83253.578125,WO,3,WO_F3
Q8WWM7,ATXN2L,55736.0625,WO,4,WO_F4
P48507,GCLM,15091.20703125,EP,1,EP_F1
P48507,GCLM,18486.48828125,EP,3,EP_F3
P48507,GCLM,9954.2724609375,EP,4,EP_F4
P48507,GCLM,11269.4814453125,WO,1,WO_F1
P48507,GCLM,24396,WO,3,WO_F3
Q9HA65,TBC1D17,3518.560546875,EP,2,EP_F2
P60903,S100A10,3467.933837890625,WO,1,WO_F1
P60903,S100A10,4862.80322265625,WO,3,WO_F3
P60903,S100A10,12874.17578125,WO,4,WO_F4
P60903,S100A10,2988.2626953125,WO,2,WO_F2
P40123,CAP2,32190.966796875,EP,1,EP_F1
P40123,CAP2,131287.671875,EP,2,EP_F2
P40123,CAP2,141874.046875,EP,3,EP_F3
P40123,CAP2,95296.875,EP,4,EP_F4
P40123,CAP2,14936.8544921875,WO,1,WO_F1
P40123,CAP2,27566.990234375,WO,2,WO_F2
P40123,CAP2,16089.28515625,WO,3,WO_F3
P40123,CAP2,28889.556640625,WO,4,WO_F4
Q70IA6,MOB2,7482.48779296875,EP,1,EP_F1
Q70IA6,MOB2,7250.7470703125,WO,1,WO_F1
Q16851,UGP2,44469.91015625,WO,1,WO_F1
Q16851,UGP2,43769.05859375,WO,2,WO_F2
Q16851,UGP2,34826.703125,WO,4,WO_F4
Q9NVH0,EXD2,4226.1171875,EP,2,EP_F2
Q9NVH0,EXD2,10274.857421875,WO,2,WO_F2
Q6P3X3,TTC27,2857.99462890625,EP,2,EP_F2
Q86WP2,GPBP1,1549.046875,WO,3,WO_F3
P35269,GTF2F1,19978.46875,WO,3,WO_F3
A3KN83,SBNO1,4074.20654296875,EP,3,EP_F3
A3KN83,SBNO1,2005.1934814453125,EP,4,EP_F4
P35637,FUS,50947.3125,EP,1,EP_F1
P20073,ANXA7,8560.3291015625,EP,1,EP_F1
P61158,ACTR3,30814.66796875,WO,4,WO_F4
Q8WWC4,MAIP1,9546.27734375,EP,3,EP_F3
Q8WWC4,MAIP1,9423.267578125,EP,4,EP_F4
Q8WWC4,MAIP1,2652.841796875,WO,3,WO_F3
Q13310,PABPC4,63377.84765625,EP,1,EP_F1
Q13310,PABPC4,37172.71875,EP,2,EP_F2
Q13310,PABPC4,60054.734375,EP,3,EP_F3
Q13310,PABPC4,105914.7109375,EP,4,EP_F4
Q13310,PABPC4,46921.25390625,WO,1,WO_F1
Q13310,PABPC4,30256.734375,WO,2,WO_F2
Q13310,PABPC4,37770.01171875,WO,3,WO_F3
Q13310,PABPC4,68600.296875,WO,4,WO_F4
P11940,PABPC1,22642.6796875,EP,1,EP_F1
P11940,PABPC1,18518.646484375,EP,2,EP_F2
P11940,PABPC1,44307.92578125,EP,3,EP_F3
P11940,PABPC1,19165.69921875,EP,4,EP_F4
P11940,PABPC1,21969.857421875,WO,1,WO_F1
P11940,PABPC1,9833.2392578125,WO,2,WO_F2
P11940,PABPC1,23943.455078125,WO,3,WO_F3
P11940,PABPC1,19797.6328125,WO,4,WO_F4
O15455,TLR3,5980.396484375,EP,1,EP_F1
O15455,TLR3,3209.82763671875,WO,1,WO_F1
Q9Y5K5,UCHL5,6588.04541015625,EP,3,EP_F3
Q9Y5K5,UCHL5,13974.607421875,WO,3,WO_F3
Q9Y5K5,UCHL5,19587.453125,WO,4,WO_F4
O43149,ZZEF1,4056.9765625,EP,1,EP_F1
Q01995,TAGLN,26306.537109375,WO,1,WO_F1
O75179,ANKRD17,1294.7725830078125,EP,2,EP_F2
P41250,GARS1,50327.82421875,EP,2,EP_F2
P41250,GARS1,80468.8203125,EP,3,EP_F3
P41250,GARS1,45780.765625,EP,4,EP_F4
P41250,GARS1,111477.78125,WO,3,WO_F3
P41250,GARS1,69068.5390625,WO,4,WO_F4
Q15633,TARBP2,21211.46484375,EP,3,EP_F3
Q15633,TARBP2,10012.263671875,WO,3,WO_F3
Q8WWC4,MAIP1,6195.033203125,EP,1,EP_F1
Q8WWC4,MAIP1,4917.3955078125,EP,2,EP_F2
Q9NRY5,FAM114A2,5691.8935546875,EP,3,EP_F3
Q9NRY5,FAM114A2,7471.7568359375,EP,4,EP_F4
Q9NRY5,FAM114A2,6964.42431640625,WO,1,WO_F1
Q9NRY5,FAM114A2,12420.8056640625,WO,4,WO_F4
Q96EY1,DNAJA3,11497.880859375,EP,2,EP_F2
Q96EY1,DNAJA3,37236.8671875,EP,3,EP_F3
Q96EY1,DNAJA3,29801.173828125,WO,3,WO_F3
Q08AM6,VAC14,10913.0283203125,EP,3,EP_F3
Q08AM6,VAC14,7155.73876953125,EP,4,EP_F4
Q08AM6,VAC14,5821.10546875,WO,3,WO_F3
O75151,PHF2,10947.5498046875,WO,3,WO_F3
Q08431,MFGE8,23457.544921875,EP,4,EP_F4
Q08431,MFGE8,45439.1640625,WO,1,WO_F1
Q08431,MFGE8,100006.609375,WO,2,WO_F2
Q08431,MFGE8,71423.3828125,WO,3,WO_F3
Q08431,MFGE8,53015.48828125,WO,4,WO_F4
Q9HD20,ATP13A1,10477.03125,EP,3,EP_F3
Q9HD20,ATP13A1,7748.56005859375,EP,4,EP_F4
Q9HD20,ATP13A1,6621.6123046875,WO,4,WO_F4
Q92626,PXDN,9553.8681640625,WO,3,WO_F3
Q92626,PXDN,7682.07080078125,WO,4,WO_F4
Q96ME7,ZNF512,56989.66796875,EP,2,EP_F2
Q96ME7,ZNF512,33032.3828125,EP,3,EP_F3
Q96ME7,ZNF512,150926.359375,WO,2,WO_F2
Q96ME7,ZNF512,109698.0703125,WO,3,WO_F3
P22681,CBL,6631.49658203125,WO,3,WO_F3
P22681,CBL,5539.8193359375,WO,4,WO_F4
P14415,ATP1B2,446227.09375,EP,1,EP_F1
P14415,ATP1B2,88951.0859375,EP,2,EP_F2
P14415,ATP1B2,18976.142578125,EP,3,EP_F3
P14415,ATP1B2,9501.5419921875,EP,4,EP_F4
P14415,ATP1B2,576616.6875,WO,1,WO_F1
P14415,ATP1B2,166983.515625,WO,2,WO_F2
P14415,ATP1B2,39157.375,WO,3,WO_F3
P14415,ATP1B2,42287.1484375,WO,4,WO_F4
Q8TBC5,ZSCAN18,0,EP,4,EP_F4
Q15652,JMJD1C,6782.10791015625,EP,3,EP_F3
Q15652,JMJD1C,9609.337890625,WO,3,WO_F3
Q9NR19,ACSS2,6604.82177734375,EP,1,EP_F1
Q9NR19,ACSS2,4695.89599609375,EP,2,EP_F2
Q13084,MRPL28,3465.003173828125,EP,1,EP_F1
Q13084,MRPL28,9645.2421875,EP,2,EP_F2
Q13084,MRPL28,40354.5078125,EP,3,EP_F3
Q13084,MRPL28,8740.3427734375,EP,4,EP_F4
Q13084,MRPL28,3494.67529296875,WO,1,WO_F1
Q13084,MRPL28,10180.4345703125,WO,2,WO_F2
Q13084,MRPL28,23462.580078125,WO,3,WO_F3
Q13084,MRPL28,6475.759765625,WO,4,WO_F4
Q96NU1,SAMD11,8254.29296875,WO,2,WO_F2
Q96NU1,SAMD11,1280.881591796875,WO,3,WO_F3
Q8N3Y1,FBXW8,4393.46435546875,WO,3,WO_F3
Q9H3U1,UNC45A,4134.82470703125,WO,2,WO_F2
Q16822,PCK2,13393.982421875,EP,3,EP_F3
Q16822,PCK2,4915.6884765625,EP,4,EP_F4
Q16822,PCK2,5955.15087890625,WO,3,WO_F3
Q96IU2,ZBED3,1165.2197265625,WO,1,WO_F1
