"SYMBOL","ENTREZID"
"LEMD3","23592"
"LENG1","79165"
"LENG8","114823"
"LENG9","94059"
"LEO1","123169"
"LEPROT","54741"
"LEPROTL1","23484"
"LETM1","3954"
"LGALS1","3956"
"LGALS3","3958"
"LGALS3BP","3959"
"LGALSL","29094"
"LHPP","64077"
"LIAS","11019"
"LIAT1","400566"
"LIG1","3978"
"LIMA1","51474"
"LIMCH1","22998"
"LIMD1","8994"
"LIMD2","80774"
"LIMK1","3984"
"LIMS1","3987"
"LIN28B","389421"
"LIN37","55957"
"LIN54","132660"
"LIN7A","8825"
"LIN7C","55327"
"LIN9","286826"
"LIPA","3988"
"LIPT2","387787"
"LIX1L","128077"
"LLGL1","3996"
"LLGL2","3993"
"LLPH","84298"
"LMAN1","3998"
"LMAN2","10960"
"LMAN2L","81562"
"LMBRD2","92255"
"LMCD1","29995"
"LMF2","91289"
"LMNA","4000"
"LMNB1","4001"
"LMNB2","84823"
"LMO4","8543"
"LMO7","4008"
"LMOD1","25802"
"LNPEP","4012"
"LNPK","80856"
"LOC128706665","128706665"
"LONP1","9361"
"LONP2","83752"
"LONRF2","164832"
"LOX","4015"
"LPCAT1","79888"
"LPCAT2","54947"
"LPCAT4","254531"
"LPIN1","23175"
"LPP","4026"
"LRATD2","157638"
"LRBA","987"
"LRCH1","23143"
"LRCH2","57631"
"LRCH3","84859"
"LRCH4","4034"
"LRFN1","57622"
"LRIF1","55791"
"LRIG2","9860"
"LRP1","4035"
"LRP4","4038"
"LRPAP1","4043"
"LRPPRC","10128"
"LRR1","122769"
"LRRC1","55227"
"LRRC14","9684"
"LRRC20","55222"
"LRRC40","55631"
"LRRC41","10489"
"LRRC47","57470"
"LRRC57","255252"
"LRRC59","55379"
"LRRC8A","56262"
"LRRC8C","84230"
"LRRC8E","80131"
"LRRFIP1","9208"
"LRRFIP2","9209"
"LRSAM1","90678"
"LRWD1","222229"
"LSG1","55341"
"LSM1","27257"
"LSM10","84967"
"LSM11","134353"
"LSM12","124801"
"LSM14A","26065"
"LSM14B","149986"
"LSM2","57819"
"LSM3","27258"
"LSM4","25804"
"LSM6","11157"
"LSM7","51690"
"LSM8","51691"
"LSR","51599"
"LSS","4047"
"LTA4H","4048"
"LTBP1","4052"
"LTBP3","4054"
"LTBP4","8425"
"LTN1","26046"
"LTO1","220064"
"LUC7L","55692"
"LUC7L2","51631"
"LUC7L3","51747"
"LUZP1","7798"
"LYAR","55646"
"LYN","4067"
"LYPD1","116372"
"LYPLA1","10434"
"LYPLAL1","127018"
"LYRM1","57149"
"LYRM2","57226"
"LYRM4","57128"
"LYRM7","90624"
"LYSMD1","388695"
"LYSMD3","116068"
"LZIC","84328"
"LZTFL1","54585"
"LZTR1","8216"
"LZTS2","84445"
"LZTS3","9762"
"M6PR","4074"
"MACF1","23499"
"MACIR","90355"
"MACO1","55219"
"MACROD1","28992"
"MACROH2A1","9555"
"MACROH2A2","55506"
"MAD1L1","8379"
"MAD2L1","4085"
"MAD2L1BP","9587"
"MAD2L2","10459"
"MADD","8567"
"MAEA","10296"
"MAF","4094"
"MAFF","23764"
"MAFG","4097"
"MAGED1","9500"
"MAGED2","10916"
"MAGED4B","81557"
"MAGI1","9223"
"MAGI3","260425"
"MAGT1","84061"
"MAIP1","79568"
"MAK16","84549"
"MALSU1","115416"
"MALT1","10892"
"MAML1","9794"
"MAN1A1","4121"
"MAN1A2","10905"
"MAN1B1","11253"
"MAN2A1","4124"
"MAN2A2","4122"
"MAN2B1","4125"
"MAN2B2","23324"
"MAN2C1","4123"
"MANBA","4126"
"MANEA","79694"
"MANEAL","149175"
"MANF","7873"
"MAP1A","4130"
"MAP1S","55201"
"MAP2","4133"
"MAP2K1","5604"
"MAP2K2","5605"
"MAP2K3","5606"
"MAP2K4","6416"
"MAP2K6","5608"
"MAP2K7","5609"
"MAP3K1","4214"
"MAP3K20","51776"
"MAP3K21","84451"
"MAP3K4","4216"
"MAP3K7","6885"
"MAP4","4134"
"MAP4K4","9448"
"MAP6D1","79929"
"MAP7","9053"
"MAP7D1","55700"
"MAP7D2","256714"
"MAP7D3","79649"
"MAP9","79884"
"MAPK1","5594"
"MAPK14","1432"
"MAPK3","5595"
"MAPK7","5598"
"MAPK8IP2","23542"
"MAPK9","5601"
"MAPKAPK2","9261"
"MAPKAPK3","7867"
"MAPRE1","22919"
"MAPRE2","10982"
"MAPRE3","22924"
"MARCHF5","54708"
"MARCHF6","10299"
"MARCHF7","64844"
"MARCKS","4082"
"MARCKSL1","65108"
"MARF1","9665"
"MARK1","4139"
"MARK2","2011"
"MARK3","4140"
"MARS1","4141"
"MARS2","92935"
"MARVELD2","153562"
"MAST4","375449"
"MASTL","84930"
"MAT2A","4144"
"MAT2B","27430"
"MATR3","9782"
"MAU2","23383"
"MAVS","57506"
"MAX","4149"
"MAZ","4150"
"MB21D2","151963"
"MBD1","4152"
"MBD2","8932"
"MBD3","53615"
"MBD4","8930"
"MBIP","51562"
"MBLAC2","153364"
"MBNL1","4154"
"MBNL3","55796"
"MBOAT2","129642"
"MBOAT7","79143"
"MBTD1","54799"
"MBTPS1","8720"
"MCAM","4162"
"MCAT","27349"
"MCC","4163"
"MCCC1","56922"
"MCCC2","64087"
"MCEE","84693"
"MCL1","4170"
"MCM2","4171"
"MCM3","4172"
"MCM3AP","8888"
"MCM4","4173"
"MCM5","4174"
"MCM6","4175"
"MCM7","4176"
"MCM8","84515"
"MCM9","254394"
"MCMBP","79892"
"MCOLN1","57192"
"MCOLN3","55283"
"MCRIP1","348262"
"MCRIP2","84331"
"MCRS1","10445"
"MCTS1","28985"
"MCU","90550"
"MCUB","55013"
"MCUR1","63933"
"MDC1","9656"
"MDFIC","29969"
"MDH1","4190"
"MDH2","4191"
"MDK","4192"
"MDN1","23195"
"ME1","4199"
"ME2","4200"
"MEAF6","64769"
"MEAK7","57707"
"MECOM","2122"
"MECP2","4204"
"MECR","51102"
"MED1","5469"
"MED10","84246"
"MED11","400569"
"MED12","9968"
"MED13","9969"
"MED13L","23389"
"MED14","9282"
"MED15","51586"
"MED16","10025"
"MED17","9440"
"MED18","54797"
"MED19","219541"
"MED20","9477"
"MED22","6837"
"MED23","9439"
"MED24","9862"
"MED25","81857"
"MED26","9441"
"MED27","9442"
"MED29","55588"
"MED30","90390"
"MED31","51003"
"MED4","29079"
"MED6","10001"
"MED8","112950"
"MED9","55090"
"MEF2A","4205"
"MEF2C","4208"
"MEF2D","4209"
"MEGF8","1954"
"MELK","9833"
"MEMO1","51072"
"MEN1","4221"
"MEPCE","56257"
"MESD","23184"
"MET","4233"
"METAP1","23173"
"METAP1D","254042"
"METAP2","10988"
"METTL1","4234"
"METTL13","51603"
"METTL14","57721"
"METTL15","196074"
"METTL16","79066"
"METTL21A","151194"
"METTL2B","55798"
"METTL3","56339"
"METTL5","29081"
"METTL9","51108"
"MEX3A","92312"
"MEX3B","84206"
"MEX3C","51320"
"MFAP1","4236"
"MFF","56947"
"MFN1","55669"
"MFN2","9927"
"MFSD1","64747"
"MFSD10","10227"
"MGA","23269"
"MGARP","84709"
"MGAT1","4245"
"MGAT2","4247"
"MGAT5","4249"
"MGME1","92667"
"MGST1","4257"
"MGST2","4258"
"MGST3","4259"
"MIA2","4253"
"MIA3","375056"
"MIB1","57534"
"MICA","100507436"
"MICAL1","64780"
"MICAL3","57553"
"MICALL1","85377"
"MICOS10","440574"
"MICOS13","125988"
"MICU1","10367"
"MICU2","221154"
"MID1","4281"
"MID2","11043"
"MIDEAS","91748"
"MIEF1","54471"
"MIER1","57708"
"MIER3","166968"
"MIF","4282"
"MIF4GD","57409"
"MIGA1","374986"
"MIIP","60672"
"MINDY1","55793"
"MINDY3","80013"
"MINK1","50488"
"MINPP1","9562"
"MIOS","54468"
"MIPEP","4285"
"MIS12","79003"
"MIS18BP1","55320"
"MISP3","113230"
"MITD1","129531"
"MITF","4286"
"MIX23","131076"
"MKI67","4288"
"MKLN1","4289"
"MKNK1","8569"
"MKRN1","23608"
"MKRN2","23609"
"MLEC","9761"
"MLF1","4291"
"MLF2","8079"
"MLLT1","4298"
"MLLT10","8028"
"MLLT3","4300"
"MLST8","64223"
"MLX","6945"
"MLXIP","22877"
"MLYCD","23417"
"MMAB","326625"
"MMACHC","25974"
"MMADHC","27249"
"MMGT1","93380"
"MMS19","64210"
"MMS22L","253714"
"MMUT","4594"
"MNAT1","4331"
"MND1","84057"
"MNT","4335"
"MNX1","3110"
"MOB3A","126308"
"MOB4","25843"
"MOCOS","55034"
"MOCS1","4337"
"MOCS2","4338"
"MOGS","7841"
"MON1A","84315"
"MON1B","22879"
"MON2","23041"
"MORC2","22880"
"MORC3","23515"
"MORC4","79710"
"MORF4L1","10933"
"MORF4L2","9643"
"MOSPD1","56180"
"MOSPD2","158747"
"MOV10","4343"
"MOXD1","26002"
"MPC2","25874"
"MPDU1","9526"
"MPDZ","8777"
"MPG","4350"
"MPHOSPH10","10199"
"MPHOSPH6","10200"
"MPHOSPH8","54737"
"MPHOSPH9","10198"
"MPI","4351"
"MPP1","4354"
"MPP2","4355"
"MPP7","143098"
"MPRIP","23164"
"MPST","4357"
"MPV17","4358"
"MPV17L2","84769"
"MPZL1","9019"
"MRAS","22808"
"MRE11","4361"
"MREG","55686"
"MRFAP1L2","93622"
"MRGBP","55257"
"MRI1","84245"
"MRM2","29960"
"MRM3","55178"
"MRNIP","51149"
"MRPL1","65008"
"MRPL10","124995"
"MRPL11","65003"
"MRPL12","6182"
"MRPL13","28998"
"MRPL14","64928"
"MRPL15","29088"
"MRPL16","54948"
"MRPL17","63875"
"MRPL18","29074"
"MRPL19","9801"
"MRPL2","51069"
"MRPL20","55052"
"MRPL21","219927"
"MRPL22","29093"
"MRPL23","6150"
"MRPL24","79590"
"MRPL27","51264"
"MRPL28","10573"
"MRPL3","11222"
"MRPL30","51263"
"MRPL32","64983"
"MRPL33","9553"
"MRPL34","64981"
"MRPL35","51318"
"MRPL37","51253"
"MRPL38","64978"
"MRPL39","54148"
"MRPL4","51073"
"MRPL40","64976"
"MRPL41","64975"
"MRPL42","28977"
"MRPL43","84545"
"MRPL44","65080"
"MRPL45","84311"
"MRPL46","26589"
"MRPL47","57129"
"MRPL48","51642"
"MRPL49","740"
"MRPL50","54534"
"MRPL51","51258"
"MRPL52","122704"
"MRPL53","116540"
"MRPL54","116541"
"MRPL55","128308"
"MRPL57","78988"
"MRPL58","3396"
"MRPL9","65005"
"MRPS10","55173"
"MRPS11","64963"
"MRPS12","6183"
"MRPS14","63931"
"MRPS15","64960"
"MRPS16","51021"
"MRPS17","51373"
"MRPS18A","55168"
"MRPS18B","28973"
"MRPS18C","51023"
"MRPS2","51116"
"MRPS21","54460"
"MRPS22","56945"
"MRPS23","51649"
"MRPS24","64951"
"MRPS25","64432"
"MRPS26","64949"
"MRPS27","23107"
"MRPS28","28957"
"MRPS30","10884"
"MRPS31","10240"
"MRPS33","51650"
"MRPS34","65993"
"MRPS35","60488"
"MRPS5","64969"
"MRPS6","64968"
"MRPS7","51081"
"MRPS9","64965"
"MRRF","92399"
"MRS2","57380"
"MRTFB","57496"
"MRTO4","51154"
"MSANTD4","84437"
"MSANTD7","100421372"
"MSH2","4436"
"MSH3","4437"
"MSH6","2956"
"MSI1","4440"
"MSI2","124540"
"MSL2","55167"
"MSL3","10943"
"MSMO1","6307"
"MSN","4478"
"MSRA","4482"
"MSRB2","22921"
"MSRB3","253827"
"MST1","4485"
"MSTO1","55154"
"MT1F","4494"
"MT1X","4501"
"MTA1","9112"
"MTA2","9219"
"MTA3","57504"
"MTAP","4507"
"MTARC1","64757"
"MTARC2","54996"
"MTBP","27085"
"MTCH1","23787"
"MTCH2","23788"
"MTCL1","23255"
"MTCL2","140710"
"MTCL3","387104"
"MTDH","92140"
"MTERF3","51001"
"MTERF4","130916"
"MTF2","22823"
"MTFMT","123263"
"MTFP1","51537"
"MTFR1","9650"
"MTFR1L","56181"
"MTG1","92170"
"MTG2","26164"
"MTHFD1","4522"
"MTHFD1L","25902"
"MTHFD2","10797"
"MTHFR","4524"
"MTHFS","10588"
"MTHFSD","64779"
"MTIF2","4528"
"MTIF3","219402"
"MTM1","4534"
"MTMR1","8776"
"MTMR14","64419"
"MTMR2","8898"
"MTMR3","8897"
"MTMR4","9110"
"MTMR6","9107"
"MTNAP1","55028"
"MTO1","25821"
"MTOR","2475"
"MTPAP","55149"
"MTPN","136319"
"MTR","4548"
"MTRES1","51250"
"MTREX","23517"
"MTRF1L","54516"
"MTRFR","91574"
"MTRR","4552"
"MTSS2","92154"
"MTUS1","57509"
"MTX1","4580"
"MTX2","10651"
"MTX3","345778"
"MUL1","79594"
"MUS81","80198"
"MVB12A","93343"
"MVD","4597"
"MVK","4598"
"MYADM","91663"
"MYBBP1A","10514"
"MYBL2","4605"
"MYCBP","26292"
"MYCBP2","23077"
"MYDGF","56005"
"MYEF2","50804"
"MYG1","60314"
"MYH10","4628"
"MYH14","79784"
"MYH9","4627"
"MYL6","4637"
"MYL6B","140465"
"MYO18A","399687"
"MYO1B","4430"
"MYO1C","4641"
"MYO1D","4642"
"MYO1E","4643"
"MYO5A","4644"
"MYO6","4646"
"MYO9A","4649"
"MYO9B","4650"
"MYPOP","339344"
"MYSM1","114803"
"MZT2A","653784"
"MZT2B","80097"
"N4BP1","9683"
"N4BP2","55728"
"N4BP3","23138"
"N6AMT1","29104"
"NAA10","8260"
"NAA15","80155"
"NAA16","79612"
"NAA25","80018"
"NAA30","122830"
"NAA35","60560"
"NAA38","84316"
"NAA40","79829"
"NAA50","80218"
"NAAA","27163"
"NAB1","4664"
"NABP2","79035"
"NACA","4666"
"NACC1","112939"
"NADK2","133686"
"NADSYN1","55191"
"NAE1","8883"
"NAF1","92345"
"NAGA","4668"
"NAGK","55577"
"NAGLU","4669"
"NAGPA","51172"
"NAMPT","10135"
"NANP","140838"
"NANS","54187"
"NAP1L1","4673"
"NAP1L4","4676"
"NAPA","8775"
"NAPB","63908"
"NAPG","8774"
"NAPRT","93100"
"NARF","26502"
"NARS1","4677"
"NARS2","79731"
"NASP","4678"
"NAT14","57106"
"NAV1","89796"
"NAXE","128240"
"NBAS","51594"
"NBEA","26960"
"NBN","4683"
"NCAM1","4684"
"NCAPD2","9918"
"NCAPD3","23310"
"NCAPG","64151"
"NCAPG2","54892"
"NCAPH","23397"
"NCAPH2","29781"
"NCBP1","4686"
"NCBP2","22916"
"NCBP2AS2","152217"
"NCBP3","55421"
"NCDN","23154"
"NCEH1","57552"
"NCK1","4690"
"NCK2","8440"
"NCKAP1","10787"
"NCKAP5L","57701"
"NCKIPSD","51517"
"NCL","4691"
"NCLN","56926"
"NCOA1","8648"
"NCOA2","10499"
"NCOA3","8202"
"NCOA5","57727"
"NCOA6","23054"
"NCOA7","135112"
"NCOR1","9611"
"NCOR2","9612"
"NCR3LG1","374383"
"NCS1","23413"
"NCSTN","23385"
"NDC1","55706"
"NDC80","10403"
"NDE1","54820"
"NDOR1","27158"
"NDRG1","10397"
"NDRG2","57447"
"NDRG3","57446"
"NDST1","3340"
"NDUFA10","4705"
"NDUFA11","126328"
"NDUFA12","55967"
"NDUFA13","51079"
"NDUFA2","4695"
"NDUFA3","4696"
"NDUFA5","4698"
"NDUFA6","4700"
"NDUFA8","4702"
"NDUFA9","4704"
"NDUFAB1","4706"
"NDUFAF1","51103"
"NDUFAF2","91942"
"NDUFAF3","25915"
"NDUFAF4","29078"
"NDUFAF5","79133"
"NDUFAF7","55471"
"NDUFB1","4707"
"NDUFB10","4716"
"NDUFB11","54539"
"NDUFB3","4709"
"NDUFB4","4710"
"NDUFB5","4711"
"NDUFB6","4712"
"NDUFB7","4713"
"NDUFB9","4715"
"NDUFC2","4718"
"NDUFS1","4719"
"NDUFS2","4720"
"NDUFS3","4722"
"NDUFS4","4724"
"NDUFS5","4725"
"NDUFS6","4726"
"NDUFS7","374291"
"NDUFS8","4728"
"NDUFV1","4723"
"NDUFV2","4729"
"NDUFV3","4731"
"NEBL","10529"
"NECAP1","25977"
"NECAP2","55707"
"NECTIN1","5818"
"NECTIN2","5819"
"NECTIN3","25945"
"NEDD1","121441"
"NEDD4","4734"
"NEDD4L","23327"
"NEFL","4747"
"NEFM","4741"
"NEK1","4750"
"NEK3","4752"
"NEK4","6787"
"NEK7","140609"
"NEK9","91754"
"NELFA","7469"
"NELFB","25920"
"NELFCD","51497"
"NELFE","7936"
"NEMF","9147"
"NENF","29937"
"NEPRO","25871"
"NES","10763"
"NET1","10276"
"NETO2","81831"
"NEURL4","84461"
"NEXN","91624"
"NF1","4763"
"NF2","4771"
"NFAT5","10725"
"NFATC1","4772"
"NFATC2IP","84901"
"NFATC3","4775"
"NFIA","4774"
"NFIB","4781"
"NFIC","4782"
"NFIL3","4783"
"NFIX","4784"
"NFKB1","4790"
"NFKB2","4791"
"NFKBIB","4793"
"NFKBIL1","4795"
"NFRKB","4798"
"NFS1","9054"
"NFU1","27247"
"NFX1","4799"
"NFXL1","152518"
"NFYA","4800"
"NFYB","4801"
"NFYC","4802"
"NGDN","25983"
"NGLY1","55768"
"NGRN","51335"
"NHEJ1","79840"
"NHERF1","9368"
"NHERF2","9351"
"NHLRC2","374354"
"NHLRC3","387921"
"NHP2","55651"
"NHSL1","57224"
"NHSL3","57648"
"NIBAN1","116496"
"NIBAN2","64855"
"NID1","4811"
"NIF3L1","60491"
"NIFK","84365"
"NIN","51199"
"NIP7","51388"
"NIPSNAP1","8508"
"NIPSNAP2","2631"
"NIPSNAP3A","25934"
"NISCH","11188"
"NIT1","4817"
"NIT2","56954"
"NKAP","79576"
"NKAPD1","55216"
"NKD2","85409"
"NKIRAS1","28512"
"NKIRAS2","28511"
"NKRF","55922"
"NKTR","4820"
"NLE1","54475"
"NLN","57486"
"NMD3","51068"
"NME1","4830"
"NME2","4831"
"NME2P1","283458"
"NME3","4832"
"NME4","4833"
"NME6","10201"
"NME7","29922"
"NMI","9111"
"NMNAT1","64802"
"NMRAL1","57407"
"NMRK1","54981"
"NMT1","4836"
"NMT2","9397"
"NMU","10874"
"NNT","23530"
"NOA1","84273"
"NOB1","28987"
"NOC2L","26155"
"NOC3L","64318"
"NOC4L","79050"
"NOL10","79954"
"NOL11","25926"
"NOL12","79159"
"NOL4L","140688"
"NOL6","65083"
"NOL7","51406"
"NOL8","55035"
"NOL9","79707"
"NOLC1","9221"
"NOM1","64434"
"NOMO1","23420"
"NOMO2","283820"
"NONO","4841"
"NOP10","55505"
"NOP14","8602"
"NOP16","51491"
"NOP2","4839"
"NOP53","29997"
"NOP56","10528"
"NOP58","51602"
"NOP9","161424"
"NOPCHAP1","121053"
"NOS1AP","9722"
"NOSIP","51070"
"NOTCH1","4851"
"NOTCH2","4853"
"NOTCH3","4854"
"NOVA1","4857"
"NOVA2","4858"
"NPAT","4863"
"NPC1","4864"
"NPC2","10577"
"NPEPPS","9520"
"NPLOC4","55666"
"NPM1","4869"
"NPM3","10360"
"NPTN","27020"
"NPTX1","4884"
"NR2C1","7181"
"NR2C2","7182"
"NR2C2AP","126382"
"NR2F1","7025"
"NR2F6","2063"
"NR3C1","2908"
"NR3C2","4306"
"NRAS","4893"
"NRBF2","29982"
"NRBP1","29959"
"NRCAM","4897"
"NRDC","4898"
"NRDE2","55051"
"NRF1","4899"
"NRM","11270"
"NRP1","8829"
"NRP2","8828"
"NRSN2","80023"
"NRXN3","9369"
"NSA2","10412"
"NSD1","64324"
"NSD2","7468"
"NSD3","54904"
"NSDHL","50814"
"NSF","4905"
"NSFL1C","55968"
"NSL1","25936"
"NSMAF","8439"
"NSMCE1","197370"
"NSMCE2","286053"
"NSMCE3","56160"
"NSMCE4A","54780"
"NSRP1","84081"
"NSUN2","54888"
"NSUN4","387338"
"NSUN5","55695"
"NSUN6","221078"
"NT5C","30833"
"NT5C2","22978"
"NT5C3A","51251"
"NT5C3B","115024"
"NT5DC1","221294"
"NT5DC3","51559"
"NTMT1","28989"
"NTN3","4917"
"NTPCR","84284"
"NUB1","51667"
"NUBP1","4682"
"NUBP2","10101"
"NUBPL","80224"
"NUCB1","4924"
"NUCB2","4925"
"NUCKS1","64710"
"NUDC","10726"
"NUDCD1","84955"
"NUDCD2","134492"
"NUDCD3","23386"
"NUDT1","4521"
"NUDT10","170685"
"NUDT11","55190"
"NUDT12","83594"
"NUDT14","256281"
"NUDT15","55270"
"NUDT16","131870"
"NUDT16L1","84309"
"NUDT19","390916"
"NUDT2","318"
"NUDT21","11051"
"NUDT3","11165"
"NUDT5","11164"
"NUDT9","53343"
"NUF2","83540"
"NUFIP1","26747"
"NUFIP2","57532"
"NUMB","8650"
"NUP107","57122"
"NUP133","55746"
"NUP153","9972"
"NUP155","9631"
"NUP160","23279"
"NUP188","23511"
"NUP205","23165"
"NUP210","23225"
"NUP214","8021"
"NUP35","129401"
"NUP37","79023"
"NUP42","11097"
"NUP43","348995"
"NUP50","10762"
"NUP54","53371"
"NUP58","9818"
"NUP62","23636"
"NUP85","79902"
"NUP88","4927"
"NUP93","9688"
"NUP98","4928"
"NUS1","116150"
"NUSAP1","51203"
"NVL","4931"
"NXF1","10482"
"NXN","64359"
"NXT1","29107"
"NXT2","55916"
"OAF","220323"
"OARD1","221443"
"OAT","4942"
"OBSL1","23363"
"OCIAD1","54940"
"OCLN","100506658"
"OCRL","4952"
"ODF2","4957"
"ODR4","54953"
"OFD1","8481"
"OGA","10724"
"OGDH","4967"
"OGFOD1","55239"
"OGFOD2","79676"
"OGFOD3","79701"
"OGFR","11054"
"OGFRL1","79627"
"OGG1","4968"
"OGT","8473"
"OIP5","11339"
"OMA1","115209"
"OPA1","4976"
"OPA3","80207"
"OPTN","10133"
"ORC1","4998"
"ORC2","4999"
"ORC3","23595"
"ORC4","5000"
"ORC5","5001"
"ORC6","23594"
"OS9","10956"
"OSBP","5007"
"OSBPL10","114884"
"OSBPL11","114885"
"OSBPL1A","114876"
"OSBPL2","9885"
"OSBPL3","26031"
"OSBPL6","114880"
"OSBPL8","114882"
"OSBPL9","114883"
"OSCP1","127700"
"OSGEP","55644"
"OSGEPL1","64172"
"OSTC","58505"
"OSTF1","26578"
"OSTM1","28962"
"OTUB1","55611"
"OTUD3","23252"
"OTUD5","55593"
"OTUD6B","51633"
"OTUD7B","56957"
"OTULIN","90268"
"OTX1","5013"
"OVCA2","124641"
"OXA1L","5018"
"OXCT1","5019"
"OXNAD1","92106"
"OXR1","55074"
"OXSM","54995"
"OXSR1","9943"
"P2RX4","5025"
"P3H1","64175"
"P3H3","10536"
"P3H4","10609"
"P4HA1","5033"
"P4HA2","8974"
"P4HB","5034"
"PA2G4","5036"
"PAAF1","80227"
"PABIR2","159090"
"PABPC1","26986"
"PABPC4","8761"
"PABPN1","8106"
"PACC1","55248"
"PACS1","55690"
"PACS2","23241"
"PACSIN2","11252"
"PACSIN3","29763"
"PAF1","54623"
"PAFAH1B1","5048"
"PAFAH1B2","5049"
"PAFAH1B3","5050"
"PAFAH2","5051"
"PAG1","55824"
"PAGR1","79447"
"PAICS","10606"
"PAIP1","10605"
"PAK1","5058"
"PAK1IP1","55003"
"PAK2","5062"
"PAK4","10298"
"PALD1","27143"
"PALLD","23022"
"PALM","5064"
"PALM2AKAP2","445815"
"PALS1","64398"
"PALS2","51678"
"PAM16","51025"
"PAN3","255967"
"PANK2","80025"
"PANK3","79646"
"PANK4","55229"
"PANX1","24145"
"PAPOLA","10914"
"PAPOLG","64895"
"PAPSS1","9061"
"PAPSS2","9060"
"PARD3","56288"
"PARD3B","117583"
"PARD6B","84612"
"PARG","8505"
"PARK7","11315"
"PARN","5073"
"PARP1","142"
"PARP16","54956"
"PARP2","10038"
"PARS2","25973"
"PARVA","55742"
"PARVB","29780"
"PASK","23178"
"PATJ","10207"
"PATL1","219988"
"PATZ1","23598"
"PAWR","5074"
"PAXBP1","94104"
"PAXIP1","22976"
"PAXX","286257"
"PBDC1","51260"
"PBK","55872"
"PBLD","64081"
"PBRM1","55193"
"PBX1","5087"
"PBX2","5089"
"PBX3","5090"
"PBXIP1","57326"
"PC","5091"
"PCBD1","5092"
"PCBD2","84105"
"PCBP1","5093"
"PCBP2","5094"
"PCCA","5095"
"PCCB","5096"
"PCDH1","5097"
"PCDH10","57575"
"PCDH7","5099"
"PCDH9","5101"
"PCF11","51585"
"PCGF1","84759"
"PCGF5","84333"
"PCGF6","84108"
"PCID2","55795"
"PCIF1","63935"
"PCK2","5106"
"PCLO","27445"
"PCM1","5108"
"PCNA","5111"
"PCNP","57092"
"PCNT","5116"
"PCNX3","399909"
"PCOLCE2","26577"
"PCSK1N","27344"
"PCSK6","5046"
"PCTP","58488"
"PCYOX1","51449"
"PCYOX1L","78991"
"PCYT1A","5130"
"PCYT2","5833"
"PDAP1","11333"
"PDCD10","11235"
"PDCD11","22984"
"PDCD2","5134"
"PDCD2L","84306"
"PDCD4","27250"
"PDCD5","9141"
"PDCD6","10016"
"PDCD6IP","10015"
"PDCD7","10081"
"PDCL","5082"
"PDCL3","79031"
"PDE12","201626"
"PDE4DIP","9659"
"PDE5A","8654"
"PDE6D","5147"
"PDF","64146"
"PDHA1","5160"
"PDHB","5162"
"PDHX","8050"
"PDIA3","2923"
"PDIA4","9601"
"PDIA5","10954"
"PDIA6","10130"
"PDK1","5163"
"PDK3","5165"
"PDLIM1","9124"
"PDLIM3","27295"
"PDLIM4","8572"
"PDLIM5","10611"
"PDLIM7","9260"
"PDP1","54704"
"PDP2","57546"
"PDPK1","5170"
"PDPR","55066"
"PDRG1","81572"
"PDS5B","23047"
"PDXDC1","23042"
"PDXK","8566"
"PDXP","57026"
"PDZD11","51248"
"PDZD8","118987"
"PEA15","8682"
"PEAK1","79834"
"PEBP1","5037"
"PECR","55825"
"PEDS1","387521"
"PEF1","553115"
"PELO","53918"
"PELP1","27043"
"PEMT","10400"
"PEPD","5184"
"PES1","23481"
"PET100","100131801"
"PET117","100303755"
"PEX1","5189"
"PEX14","5195"
"PEX16","9409"
"PEX26","55670"
"PEX3","8504"
"PEX5","5830"
"PEX7","5191"
"PFAS","5198"
"PFDN1","5201"
"PFDN2","5202"
"PFDN4","5203"
"PFDN5","5204"
"PFDN6","10471"
"PFKFB2","5208"
"PFKFB3","5209"
"PFKFB4","5210"
"PFKL","5211"
"PFKM","5213"
"PFKP","5214"
"PFN1","5216"
"PFN2","5217"
"PFN3","345456"
"PGAM1","5223"
"PGAM5","192111"
"PGAP6","58986"
"PGD","5226"
"PGF","5228"
"PGK1","5230"
"PGK2","5232"
"PGM1","5236"
"PGM2","55276"
"PGM2L1","283209"
"PGM3","5238"
"PGP","283871"
"PGPEP1","54858"
"PGRMC1","10857"
"PGRMC2","10424"
"PGS1","9489"
"PHACTR2","9749"
"PHACTR4","65979"
"PHAX","51808"
"PHB1","5245"
"PHB2","11331"
"PHC1","1911"
"PHC2","1912"
"PHETA1","144717"
"PHF1","5252"
"PHF10","55274"
"PHF13","148479"
"PHF14","9678"
"PHF2","5253"
"PHF20","51230"
"PHF20L1","51105"
"PHF21A","51317"
"PHF23","79142"
"PHF3","23469"
"PHF5A","84844"
"PHF6","84295"
"PHGDH","26227"
"PHIP","55023"
"PHKA1","5255"
"PHKA2","5256"
"PHKB","5257"
"PHKG2","5261"
"PHLDB1","23187"
"PHLDB2","90102"
"PHLDB3","653583"
"PHOX2B","8929"
"PHYH","5264"
"PHYHD1","254295"
"PI4K2B","55300"
"PI4KA","5297"
"PI4KB","5298"
"PIAS2","9063"
"PIAS4","51588"
"PICALM","8301"
"PICK1","9463"
"PIGA","5277"
"PIGG","54872"
"PIGK","10026"
"PIGM","93183"
"PIGO","84720"
"PIGS","94005"
"PIGT","51604"
"PIGU","128869"
"PIH1D1","55011"
"PIK3C2A","5286"
"PIK3C3","5289"
