Protein.Group,Genes,protein_label,sample_label,PG.MaxLFQ,missing_status,n_missing,percent_missing
A6NGB9,WIPF3,WIPF3 | A6NGB9,GFP1,NA,Missing,5,83.33333333333333
Q96HD1,CRELD1,CRELD1 | Q96HD1,RDH3,NA,Missing,2,33.333333333333336
Q96IC2,REXO5,REXO5 | Q96IC2,GFP1,NA,Missing,3,50
Q96IC2,REXO5,REXO5 | Q96IC2,GFP2,NA,Missing,3,50
Q96IC2,REXO5,REXO5 | Q96IC2,GFP3,20287.26171875,Detected,3,50
Q96IC2,REXO5,REXO5 | Q96IC2,RDH1,19880.064453125,Detected,3,50
Q96IC2,REXO5,REXO5 | Q96IC2,RDH2,NA,Missing,3,50
Q96IC2,REXO5,REXO5 | Q96IC2,RDH3,16368.3193359375,Detected,3,50
Q96JD6,AKR1E2,AKR1E2 | Q96JD6,GFP1,NA,Missing,3,50
Q96JD6,AKR1E2,AKR1E2 | Q96JD6,GFP2,246285.03125,Detected,3,50
Q96JD6,AKR1E2,AKR1E2 | Q96JD6,GFP3,NA,Missing,3,50
Q96JD6,AKR1E2,AKR1E2 | Q96JD6,RDH1,172360.171875,Detected,3,50
Q96JD6,AKR1E2,AKR1E2 | Q96JD6,RDH2,246726.5,Detected,3,50
Q96JD6,AKR1E2,AKR1E2 | Q96JD6,RDH3,NA,Missing,3,50
Q96K12,FAR2,FAR2 | Q96K12,GFP1,NA,Missing,4,66.66666666666667
Q96K12,FAR2,FAR2 | Q96K12,GFP2,NA,Missing,4,66.66666666666667
Q96K12,FAR2,FAR2 | Q96K12,GFP3,20374.701171875,Detected,4,66.66666666666667
Q96K12,FAR2,FAR2 | Q96K12,RDH1,100883.09375,Detected,4,66.66666666666667
Q96K12,FAR2,FAR2 | Q96K12,RDH2,NA,Missing,4,66.66666666666667
Q96K12,FAR2,FAR2 | Q96K12,RDH3,NA,Missing,4,66.66666666666667
Q96LX8,ZNF597,ZNF597 | Q96LX8,GFP1,NA,Missing,4,66.66666666666667
Q96LX8,ZNF597,ZNF597 | Q96LX8,GFP2,NA,Missing,4,66.66666666666667
Q96LX8,ZNF597,ZNF597 | Q96LX8,GFP3,48210.44140625,Detected,4,66.66666666666667
Q96LX8,ZNF597,ZNF597 | Q96LX8,RDH1,131089.203125,Detected,4,66.66666666666667
Q96LX8,ZNF597,ZNF597 | Q96LX8,RDH2,NA,Missing,4,66.66666666666667
Q96LX8,ZNF597,ZNF597 | Q96LX8,RDH3,NA,Missing,4,66.66666666666667
Q96MM6,HSPA12B,HSPA12B | Q96MM6,GFP1,NA,Missing,3,50
Q96MM6,HSPA12B,HSPA12B | Q96MM6,GFP2,67605.5,Detected,3,50
Q96MM6,HSPA12B,HSPA12B | Q96MM6,GFP3,NA,Missing,3,50
Q96MM6,HSPA12B,HSPA12B | Q96MM6,RDH1,NA,Missing,3,50
Q96MM6,HSPA12B,HSPA12B | Q96MM6,RDH2,74032.78125,Detected,3,50
Q96MM6,HSPA12B,HSPA12B | Q96MM6,RDH3,61642.21875,Detected,3,50
Q96NJ6,ZFP3,ZFP3 | Q96NJ6,GFP1,27016.859375,Detected,3,50
Q96NJ6,ZFP3,ZFP3 | Q96NJ6,GFP2,5054.0966796875,Detected,3,50
Q96NJ6,ZFP3,ZFP3 | Q96NJ6,GFP3,NA,Missing,3,50
Q96NJ6,ZFP3,ZFP3 | Q96NJ6,RDH1,NA,Missing,3,50
Q96NJ6,ZFP3,ZFP3 | Q96NJ6,RDH2,NA,Missing,3,50
Q96NJ6,ZFP3,ZFP3 | Q96NJ6,RDH3,7888.4580078125,Detected,3,50
Q96NR8,RDH12,RDH12 | Q96NR8,GFP1,NA,Missing,3,50
Q96NR8,RDH12,RDH12 | Q96NR8,GFP2,NA,Missing,3,50
Q96NR8,RDH12,RDH12 | Q96NR8,GFP3,NA,Missing,3,50
Q96NR8,RDH12,RDH12 | Q96NR8,RDH1,15086274,Detected,3,50
Q96NR8,RDH12,RDH12 | Q96NR8,RDH2,5304426,Detected,3,50
Q96NR8,RDH12,RDH12 | Q96NR8,RDH3,5816548.5,Detected,3,50
Q99418,CYTH2,CYTH2 | Q99418,GFP1,NA,Missing,2,33.333333333333336
Q99418,CYTH2,CYTH2 | Q99418,GFP2,14691.06640625,Detected,2,33.333333333333336
Q99418,CYTH2,CYTH2 | Q99418,GFP3,16252.0234375,Detected,2,33.333333333333336
Q99418,CYTH2,CYTH2 | Q99418,RDH1,NA,Missing,2,33.333333333333336
Q99418,CYTH2,CYTH2 | Q99418,RDH2,15204.759765625,Detected,2,33.333333333333336
Q99418,CYTH2,CYTH2 | Q99418,RDH3,17670.78515625,Detected,2,33.333333333333336
Q9BQE9,BCL7B,BCL7B | Q9BQE9,GFP1,12627.154296875,Detected,2,33.333333333333336
Q9BQE9,BCL7B,BCL7B | Q9BQE9,GFP2,4461.7578125,Detected,2,33.333333333333336
Q9BQE9,BCL7B,BCL7B | Q9BQE9,GFP3,4010.794189453125,Detected,2,33.333333333333336
Q9BQE9,BCL7B,BCL7B | Q9BQE9,RDH1,10641.341796875,Detected,2,33.333333333333336
Q9BQE9,BCL7B,BCL7B | Q9BQE9,RDH2,NA,Missing,2,33.333333333333336
Q9BQE9,BCL7B,BCL7B | Q9BQE9,RDH3,NA,Missing,2,33.333333333333336
Q9BRB3,PIGQ,PIGQ | Q9BRB3,GFP1,14275.5087890625,Detected,3,50
Q9BRB3,PIGQ,PIGQ | Q9BRB3,GFP2,5195.296875,Detected,3,50
Q9BRB3,PIGQ,PIGQ | Q9BRB3,GFP3,NA,Missing,3,50
Q9BRB3,PIGQ,PIGQ | Q9BRB3,RDH1,31906.5703125,Detected,3,50
Q9BRB3,PIGQ,PIGQ | Q9BRB3,RDH2,NA,Missing,3,50
Q9BRB3,PIGQ,PIGQ | Q9BRB3,RDH3,NA,Missing,3,50
Q9BYF1,ACE2,ACE2 | Q9BYF1,GFP1,74436.1171875,Detected,2,33.333333333333336
Q9BYF1,ACE2,ACE2 | Q9BYF1,GFP2,46895.3203125,Detected,2,33.333333333333336
Q9BYF1,ACE2,ACE2 | Q9BYF1,GFP3,128270.9296875,Detected,2,33.333333333333336
Q9BYF1,ACE2,ACE2 | Q9BYF1,RDH1,221027.140625,Detected,2,33.333333333333336
Q9BYF1,ACE2,ACE2 | Q9BYF1,RDH2,0,Missing,2,33.333333333333336
Q9BYF1,ACE2,ACE2 | Q9BYF1,RDH3,NA,Missing,2,33.333333333333336
Q9BYV9,BACH2,BACH2 | Q9BYV9,GFP1,14536.806640625,Detected,2,33.333333333333336
Q9BYV9,BACH2,BACH2 | Q9BYV9,GFP2,4843.33203125,Detected,2,33.333333333333336
Q9BYV9,BACH2,BACH2 | Q9BYV9,GFP3,4406.04541015625,Detected,2,33.333333333333336
Q9BYV9,BACH2,BACH2 | Q9BYV9,RDH1,5847.34375,Detected,2,33.333333333333336
Q9BYV9,BACH2,BACH2 | Q9BYV9,RDH2,NA,Missing,2,33.333333333333336
Q9BYV9,BACH2,BACH2 | Q9BYV9,RDH3,NA,Missing,2,33.333333333333336
Q9BZM4,ULBP3,ULBP3 | Q9BZM4,GFP1,62468.58984375,Detected,3,50
Q9BZM4,ULBP3,ULBP3 | Q9BZM4,GFP2,NA,Missing,3,50
Q9BZM4,ULBP3,ULBP3 | Q9BZM4,GFP3,6619.20751953125,Detected,3,50
Q9BZM4,ULBP3,ULBP3 | Q9BZM4,RDH1,58471.25,Detected,3,50
Q9BZM4,ULBP3,ULBP3 | Q9BZM4,RDH2,NA,Missing,3,50
Q9BZM4,ULBP3,ULBP3 | Q9BZM4,RDH3,NA,Missing,3,50
Q9C0H5,ARHGAP39,ARHGAP39 | Q9C0H5,GFP1,NA,Missing,5,83.33333333333333
Q9C0H5,ARHGAP39,ARHGAP39 | Q9C0H5,GFP2,NA,Missing,5,83.33333333333333
Q9C0H5,ARHGAP39,ARHGAP39 | Q9C0H5,GFP3,NA,Missing,5,83.33333333333333
Q9C0H5,ARHGAP39,ARHGAP39 | Q9C0H5,RDH1,NA,Missing,5,83.33333333333333
Q9C0H5,ARHGAP39,ARHGAP39 | Q9C0H5,RDH2,5361.8359375,Detected,5,83.33333333333333
Q9C0H5,ARHGAP39,ARHGAP39 | Q9C0H5,RDH3,NA,Missing,5,83.33333333333333
Q9GZN2,TGIF2,TGIF2 | Q9GZN2,GFP1,NA,Missing,4,66.66666666666667
Q9GZN2,TGIF2,TGIF2 | Q9GZN2,GFP2,NA,Missing,4,66.66666666666667
Q9GZN2,TGIF2,TGIF2 | Q9GZN2,GFP3,7821.98974609375,Detected,4,66.66666666666667
Q9GZN2,TGIF2,TGIF2 | Q9GZN2,RDH1,19354.646484375,Detected,4,66.66666666666667
Q9GZN2,TGIF2,TGIF2 | Q9GZN2,RDH2,NA,Missing,4,66.66666666666667
Q9GZN2,TGIF2,TGIF2 | Q9GZN2,RDH3,0,Missing,4,66.66666666666667
Q9H0C5,BTBD1,BTBD1 | Q9H0C5,GFP1,NA,Missing,4,66.66666666666667
Q9H0C5,BTBD1,BTBD1 | Q9H0C5,GFP2,61312.55859375,Detected,4,66.66666666666667
Q9H0C5,BTBD1,BTBD1 | Q9H0C5,GFP3,NA,Missing,4,66.66666666666667
Q9H0C5,BTBD1,BTBD1 | Q9H0C5,RDH1,NA,Missing,4,66.66666666666667
Q9H0C5,BTBD1,BTBD1 | Q9H0C5,RDH2,76247.6171875,Detected,4,66.66666666666667
Q9H0C5,BTBD1,BTBD1 | Q9H0C5,RDH3,NA,Missing,4,66.66666666666667
Q9H201,EPN3,EPN3 | Q9H201,GFP1,NA,Missing,4,66.66666666666667
Q9H201,EPN3,EPN3 | Q9H201,GFP2,NA,Missing,4,66.66666666666667
Q9H201,EPN3,EPN3 | Q9H201,GFP3,NA,Missing,4,66.66666666666667
Q9H201,EPN3,EPN3 | Q9H201,RDH1,83830.6015625,Detected,4,66.66666666666667
Q9H201,EPN3,EPN3 | Q9H201,RDH2,NA,Missing,4,66.66666666666667
Q9H201,EPN3,EPN3 | Q9H201,RDH3,102016.03125,Detected,4,66.66666666666667
Q9H2Z4,NKX2-4,NKX2-4 | Q9H2Z4,GFP1,42511.28515625,Detected,4,66.66666666666667
Q9H2Z4,NKX2-4,NKX2-4 | Q9H2Z4,GFP2,NA,Missing,4,66.66666666666667
Q9H2Z4,NKX2-4,NKX2-4 | Q9H2Z4,GFP3,NA,Missing,4,66.66666666666667
Q9H2Z4,NKX2-4,NKX2-4 | Q9H2Z4,RDH1,24921.138671875,Detected,4,66.66666666666667
Q9H2Z4,NKX2-4,NKX2-4 | Q9H2Z4,RDH2,NA,Missing,4,66.66666666666667
Q9H2Z4,NKX2-4,NKX2-4 | Q9H2Z4,RDH3,NA,Missing,4,66.66666666666667
Q9H4E7,DEF6,DEF6 | Q9H4E7,GFP1,48591.9375,Detected,2,33.333333333333336
Q9H4E7,DEF6,DEF6 | Q9H4E7,GFP2,NA,Missing,2,33.333333333333336
Q9H4E7,DEF6,DEF6 | Q9H4E7,GFP3,14875.5,Detected,2,33.333333333333336
Q9H4E7,DEF6,DEF6 | Q9H4E7,RDH1,70702.59375,Detected,2,33.333333333333336
Q9H4E7,DEF6,DEF6 | Q9H4E7,RDH2,15369.7392578125,Detected,2,33.333333333333336
Q9H4E7,DEF6,DEF6 | Q9H4E7,RDH3,NA,Missing,2,33.333333333333336
Q9H7F0,ATP13A3,ATP13A3 | Q9H7F0,GFP1,5885.25390625,Detected,3,50
Q9H7F0,ATP13A3,ATP13A3 | Q9H7F0,GFP2,3205.670654296875,Detected,3,50
Q9H7F0,ATP13A3,ATP13A3 | Q9H7F0,GFP3,0,Missing,3,50
Q9H7F0,ATP13A3,ATP13A3 | Q9H7F0,RDH1,8253.8642578125,Detected,3,50
Q9H7F0,ATP13A3,ATP13A3 | Q9H7F0,RDH2,NA,Missing,3,50
Q9H7F0,ATP13A3,ATP13A3 | Q9H7F0,RDH3,NA,Missing,3,50
Q9H7F4,TMEM185B,TMEM185B | Q9H7F4,GFP1,NA,Missing,3,50
Q9H7F4,TMEM185B,TMEM185B | Q9H7F4,GFP2,NA,Missing,3,50
Q9H7F4,TMEM185B,TMEM185B | Q9H7F4,GFP3,8473.9140625,Detected,3,50
Q9H7F4,TMEM185B,TMEM185B | Q9H7F4,RDH1,15744.38671875,Detected,3,50
Q9H7F4,TMEM185B,TMEM185B | Q9H7F4,RDH2,NA,Missing,3,50
Q9H7F4,TMEM185B,TMEM185B | Q9H7F4,RDH3,11129.4755859375,Detected,3,50
Q9H816,DCLRE1B,DCLRE1B | Q9H816,GFP1,271154.46875,Detected,3,50
Q9H816,DCLRE1B,DCLRE1B | Q9H816,GFP2,NA,Missing,3,50
Q9H816,DCLRE1B,DCLRE1B | Q9H816,GFP3,209243.515625,Detected,3,50
Q9H816,DCLRE1B,DCLRE1B | Q9H816,RDH1,419595.0625,Detected,3,50
Q9H816,DCLRE1B,DCLRE1B | Q9H816,RDH2,NA,Missing,3,50
Q9H816,DCLRE1B,DCLRE1B | Q9H816,RDH3,0,Missing,3,50
Q9H8J5,MANSC1,MANSC1 | Q9H8J5,GFP1,143371.359375,Detected,3,50
Q9H8J5,MANSC1,MANSC1 | Q9H8J5,GFP2,NA,Missing,3,50
Q9H8J5,MANSC1,MANSC1 | Q9H8J5,GFP3,131706.734375,Detected,3,50
Q9H8J5,MANSC1,MANSC1 | Q9H8J5,RDH1,NA,Missing,3,50
Q9H8J5,MANSC1,MANSC1 | Q9H8J5,RDH2,153781.265625,Detected,3,50
Q9H8J5,MANSC1,MANSC1 | Q9H8J5,RDH3,NA,Missing,3,50
Q9HCI6,KIAA1586,KIAA1586 | Q9HCI6,GFP1,22117.439453125,Detected,4,66.66666666666667
Q9HCI6,KIAA1586,KIAA1586 | Q9HCI6,GFP2,NA,Missing,4,66.66666666666667
Q9HCI6,KIAA1586,KIAA1586 | Q9HCI6,GFP3,NA,Missing,4,66.66666666666667
Q9HCI6,KIAA1586,KIAA1586 | Q9HCI6,RDH1,NA,Missing,4,66.66666666666667
Q9HCI6,KIAA1586,KIAA1586 | Q9HCI6,RDH2,NA,Missing,4,66.66666666666667
Q9HCI6,KIAA1586,KIAA1586 | Q9HCI6,RDH3,12898.130859375,Detected,4,66.66666666666667
Q9HCM9,TRIM39,TRIM39 | Q9HCM9,GFP1,19623.123046875,Detected,3,50
Q9HCM9,TRIM39,TRIM39 | Q9HCM9,GFP2,NA,Missing,3,50
Q9HCM9,TRIM39,TRIM39 | Q9HCM9,GFP3,8605.33203125,Detected,3,50
Q9HCM9,TRIM39,TRIM39 | Q9HCM9,RDH1,21244.7578125,Detected,3,50
Q9HCM9,TRIM39,TRIM39 | Q9HCM9,RDH2,NA,Missing,3,50
Q9HCM9,TRIM39,TRIM39 | Q9HCM9,RDH3,NA,Missing,3,50
Q9NQC1,JADE2,JADE2 | Q9NQC1,GFP1,NA,Missing,3,50
Q9NQC1,JADE2,JADE2 | Q9NQC1,GFP2,NA,Missing,3,50
Q9NQC1,JADE2,JADE2 | Q9NQC1,GFP3,NA,Missing,3,50
Q9NQC1,JADE2,JADE2 | Q9NQC1,RDH1,8766.0888671875,Detected,3,50
Q9NQC1,JADE2,JADE2 | Q9NQC1,RDH2,3465.890869140625,Detected,3,50
Q9NQC1,JADE2,JADE2 | Q9NQC1,RDH3,3937.9638671875,Detected,3,50
Q9NQG1,MANBAL,MANBAL | Q9NQG1,GFP1,9569.1015625,Detected,3,50
Q9NQG1,MANBAL,MANBAL | Q9NQG1,GFP2,NA,Missing,3,50
Q9NQG1,MANBAL,MANBAL | Q9NQG1,GFP3,5443.74755859375,Detected,3,50
Q9NQG1,MANBAL,MANBAL | Q9NQG1,RDH1,13973.6708984375,Detected,3,50
Q9NQG1,MANBAL,MANBAL | Q9NQG1,RDH2,NA,Missing,3,50
Q9NQG1,MANBAL,MANBAL | Q9NQG1,RDH3,NA,Missing,3,50
Q9NRU3,CNNM1,CNNM1 | Q9NRU3,GFP1,7176.16650390625,Detected,2,33.333333333333336
Q9NRU3,CNNM1,CNNM1 | Q9NRU3,GFP2,4407.78369140625,Detected,2,33.333333333333336
Q9NRU3,CNNM1,CNNM1 | Q9NRU3,GFP3,2458.8408203125,Detected,2,33.333333333333336
Q9NRU3,CNNM1,CNNM1 | Q9NRU3,RDH1,7448.3447265625,Detected,2,33.333333333333336
Q9NRU3,CNNM1,CNNM1 | Q9NRU3,RDH2,NA,Missing,2,33.333333333333336
Q9NRU3,CNNM1,CNNM1 | Q9NRU3,RDH3,NA,Missing,2,33.333333333333336
Q9NSA3,CTNNBIP1,CTNNBIP1 | Q9NSA3,GFP1,18358.873046875,Detected,2,33.333333333333336
Q9NSA3,CTNNBIP1,CTNNBIP1 | Q9NSA3,GFP2,11787.1259765625,Detected,2,33.333333333333336
Q9NSA3,CTNNBIP1,CTNNBIP1 | Q9NSA3,GFP3,11739.33984375,Detected,2,33.333333333333336
Q9NSA3,CTNNBIP1,CTNNBIP1 | Q9NSA3,RDH1,NA,Missing,2,33.333333333333336
Q9NSA3,CTNNBIP1,CTNNBIP1 | Q9NSA3,RDH2,NA,Missing,2,33.333333333333336
Q9NSA3,CTNNBIP1,CTNNBIP1 | Q9NSA3,RDH3,13724.1748046875,Detected,2,33.333333333333336
Q9NWW7,C2orf42,C2orf42 | Q9NWW7,GFP1,15685.9921875,Detected,3,50
Q9NWW7,C2orf42,C2orf42 | Q9NWW7,GFP2,0,Missing,3,50
Q9NWW7,C2orf42,C2orf42 | Q9NWW7,GFP3,7388.13916015625,Detected,3,50
Q9NWW7,C2orf42,C2orf42 | Q9NWW7,RDH1,10858.6708984375,Detected,3,50
Q9NWW7,C2orf42,C2orf42 | Q9NWW7,RDH2,0,Missing,3,50
Q9NWW7,C2orf42,C2orf42 | Q9NWW7,RDH3,NA,Missing,3,50
Q9NXG0,CNTLN,CNTLN | Q9NXG0,GFP1,NA,Missing,3,50
Q9NXG0,CNTLN,CNTLN | Q9NXG0,GFP2,NA,Missing,3,50
Q9NXG0,CNTLN,CNTLN | Q9NXG0,GFP3,32090.544921875,Detected,3,50
Q9NXG0,CNTLN,CNTLN | Q9NXG0,RDH1,47625.82421875,Detected,3,50
Q9NXG0,CNTLN,CNTLN | Q9NXG0,RDH2,21054.908203125,Detected,3,50
Q9NXG0,CNTLN,CNTLN | Q9NXG0,RDH3,NA,Missing,3,50
Q9NYF3,FAM53C,FAM53C | Q9NYF3,GFP1,9971.5625,Detected,3,50
Q9NYF3,FAM53C,FAM53C | Q9NYF3,GFP2,7282.9697265625,Detected,3,50
Q9NYF3,FAM53C,FAM53C | Q9NYF3,GFP3,0,Missing,3,50
Q9NYF3,FAM53C,FAM53C | Q9NYF3,RDH1,NA,Missing,3,50
Q9NYF3,FAM53C,FAM53C | Q9NYF3,RDH2,11261.267578125,Detected,3,50
Q9NYF3,FAM53C,FAM53C | Q9NYF3,RDH3,NA,Missing,3,50
Q9NZ53,PODXL2,PODXL2 | Q9NZ53,GFP1,NA,Missing,3,50
Q9NZ53,PODXL2,PODXL2 | Q9NZ53,GFP2,NA,Missing,3,50
Q9NZ53,PODXL2,PODXL2 | Q9NZ53,GFP3,2871.847900390625,Detected,3,50
Q9NZ53,PODXL2,PODXL2 | Q9NZ53,RDH1,NA,Missing,3,50
Q9NZ53,PODXL2,PODXL2 | Q9NZ53,RDH2,3736.495361328125,Detected,3,50
Q9NZ53,PODXL2,PODXL2 | Q9NZ53,RDH3,1623.826416015625,Detected,3,50
Q9NZS9,BFAR,BFAR | Q9NZS9,GFP1,5735.568359375,Detected,3,50
Q9NZS9,BFAR,BFAR | Q9NZS9,GFP2,NA,Missing,3,50
Q9NZS9,BFAR,BFAR | Q9NZS9,GFP3,NA,Missing,3,50
Q9NZS9,BFAR,BFAR | Q9NZS9,RDH1,7672.259765625,Detected,3,50
Q9NZS9,BFAR,BFAR | Q9NZS9,RDH2,3529.8974609375,Detected,3,50
Q9NZS9,BFAR,BFAR | Q9NZS9,RDH3,NA,Missing,3,50
Q9P003,CNIH4,CNIH4 | Q9P003,GFP1,18445.447265625,Detected,2,33.333333333333336
Q9P003,CNIH4,CNIH4 | Q9P003,GFP2,5031.3525390625,Detected,2,33.333333333333336
Q9P003,CNIH4,CNIH4 | Q9P003,GFP3,8446.5751953125,Detected,2,33.333333333333336
Q9P003,CNIH4,CNIH4 | Q9P003,RDH1,19038.041015625,Detected,2,33.333333333333336
Q9P003,CNIH4,CNIH4 | Q9P003,RDH2,NA,Missing,2,33.333333333333336
Q9P003,CNIH4,CNIH4 | Q9P003,RDH3,NA,Missing,2,33.333333333333336
Q9P107,GMIP,GMIP | Q9P107,GFP1,79752.078125,Detected,3,50
Q9P107,GMIP,GMIP | Q9P107,GFP2,NA,Missing,3,50
Q9P107,GMIP,GMIP | Q9P107,GFP3,37257.78125,Detected,3,50
Q9P107,GMIP,GMIP | Q9P107,RDH1,NA,Missing,3,50
Q9P107,GMIP,GMIP | Q9P107,RDH2,NA,Missing,3,50
Q9P107,GMIP,GMIP | Q9P107,RDH3,23226.3359375,Detected,3,50
Q9UDV7,ZNF282,ZNF282 | Q9UDV7,GFP1,15632.412109375,Detected,3,50
Q9UDV7,ZNF282,ZNF282 | Q9UDV7,GFP2,NA,Missing,3,50
Q9UDV7,ZNF282,ZNF282 | Q9UDV7,GFP3,5469.84765625,Detected,3,50
Q9UDV7,ZNF282,ZNF282 | Q9UDV7,RDH1,9017.083984375,Detected,3,50
Q9UDV7,ZNF282,ZNF282 | Q9UDV7,RDH2,NA,Missing,3,50
Q9UDV7,ZNF282,ZNF282 | Q9UDV7,RDH3,NA,Missing,3,50
Q9UGK3,STAP2,STAP2 | Q9UGK3,GFP1,47989.625,Detected,4,66.66666666666667
Q9UGK3,STAP2,STAP2 | Q9UGK3,GFP2,NA,Missing,4,66.66666666666667
Q9UGK3,STAP2,STAP2 | Q9UGK3,GFP3,NA,Missing,4,66.66666666666667
Q9UGK3,STAP2,STAP2 | Q9UGK3,RDH1,NA,Missing,4,66.66666666666667
Q9UGK3,STAP2,STAP2 | Q9UGK3,RDH2,NA,Missing,4,66.66666666666667
Q9UGK3,STAP2,STAP2 | Q9UGK3,RDH3,28571.478515625,Detected,4,66.66666666666667
Q9UHA2,SS18L2,SS18L2 | Q9UHA2,GFP1,9952.1572265625,Detected,4,66.66666666666667
Q9UHA2,SS18L2,SS18L2 | Q9UHA2,GFP2,NA,Missing,4,66.66666666666667
Q9UHA2,SS18L2,SS18L2 | Q9UHA2,GFP3,NA,Missing,4,66.66666666666667
Q9UHA2,SS18L2,SS18L2 | Q9UHA2,RDH1,20762.505859375,Detected,4,66.66666666666667
Q9UHA2,SS18L2,SS18L2 | Q9UHA2,RDH2,NA,Missing,4,66.66666666666667
Q9UHA2,SS18L2,SS18L2 | Q9UHA2,RDH3,NA,Missing,4,66.66666666666667
Q9UJA2,CRLS1,CRLS1 | Q9UJA2,GFP1,3562.418701171875,Detected,3,50
Q9UJA2,CRLS1,CRLS1 | Q9UJA2,GFP2,2343.244384765625,Detected,3,50
Q9UJA2,CRLS1,CRLS1 | Q9UJA2,GFP3,NA,Missing,3,50
Q9UJA2,CRLS1,CRLS1 | Q9UJA2,RDH1,9151.8291015625,Detected,3,50
Q9UJA2,CRLS1,CRLS1 | Q9UJA2,RDH2,NA,Missing,3,50
Q9UJA2,CRLS1,CRLS1 | Q9UJA2,RDH3,NA,Missing,3,50
Q9UK53,ING1,ING1 | Q9UK53,GFP1,13189.5703125,Detected,3,50
Q9UK53,ING1,ING1 | Q9UK53,GFP2,NA,Missing,3,50
Q9UK53,ING1,ING1 | Q9UK53,GFP3,6454.2177734375,Detected,3,50
Q9UK53,ING1,ING1 | Q9UK53,RDH1,12583.22265625,Detected,3,50
Q9UK53,ING1,ING1 | Q9UK53,RDH2,NA,Missing,3,50
Q9UK53,ING1,ING1 | Q9UK53,RDH3,NA,Missing,3,50
Q9ULK0,GRID1,GRID1 | Q9ULK0,GFP1,127725.2265625,Detected,3,50
Q9ULK0,GRID1,GRID1 | Q9ULK0,GFP2,0,Missing,3,50
Q9ULK0,GRID1,GRID1 | Q9ULK0,GFP3,31363.943359375,Detected,3,50
Q9ULK0,GRID1,GRID1 | Q9ULK0,RDH1,86979.5546875,Detected,3,50
Q9ULK0,GRID1,GRID1 | Q9ULK0,RDH2,NA,Missing,3,50
Q9ULK0,GRID1,GRID1 | Q9ULK0,RDH3,NA,Missing,3,50
Q9UPV9,TRAK1,TRAK1 | Q9UPV9,GFP1,NA,Missing,3,50
Q9UPV9,TRAK1,TRAK1 | Q9UPV9,GFP2,NA,Missing,3,50
Q9UPV9,TRAK1,TRAK1 | Q9UPV9,GFP3,59475.25,Detected,3,50
Q9UPV9,TRAK1,TRAK1 | Q9UPV9,RDH1,78232.2734375,Detected,3,50
Q9UPV9,TRAK1,TRAK1 | Q9UPV9,RDH2,69027.921875,Detected,3,50
Q9UPV9,TRAK1,TRAK1 | Q9UPV9,RDH3,NA,Missing,3,50
Q9Y5K1,SPO11,SPO11 | Q9Y5K1,GFP1,NA,Missing,5,83.33333333333333
Q9Y5K1,SPO11,SPO11 | Q9Y5K1,GFP2,NA,Missing,5,83.33333333333333
Q9Y5K1,SPO11,SPO11 | Q9Y5K1,GFP3,NA,Missing,5,83.33333333333333
Q9Y5K1,SPO11,SPO11 | Q9Y5K1,RDH1,45479.65234375,Detected,5,83.33333333333333
Q9Y5K1,SPO11,SPO11 | Q9Y5K1,RDH2,NA,Missing,5,83.33333333333333
Q9Y5K1,SPO11,SPO11 | Q9Y5K1,RDH3,NA,Missing,5,83.33333333333333
Q9Y5Y9,SCN10A,SCN10A | Q9Y5Y9,GFP1,13734.302734375,Detected,5,83.33333333333333
Q9Y5Y9,SCN10A,SCN10A | Q9Y5Y9,GFP2,NA,Missing,5,83.33333333333333
Q9Y5Y9,SCN10A,SCN10A | Q9Y5Y9,GFP3,NA,Missing,5,83.33333333333333
Q9Y5Y9,SCN10A,SCN10A | Q9Y5Y9,RDH1,NA,Missing,5,83.33333333333333
Q9Y5Y9,SCN10A,SCN10A | Q9Y5Y9,RDH2,NA,Missing,5,83.33333333333333
Q9Y5Y9,SCN10A,SCN10A | Q9Y5Y9,RDH3,NA,Missing,5,83.33333333333333
Q9Y600,CSAD,CSAD | Q9Y600,GFP1,5339.009765625,Detected,2,33.333333333333336
Q9Y600,CSAD,CSAD | Q9Y600,GFP2,NA,Missing,2,33.333333333333336
Q9Y600,CSAD,CSAD | Q9Y600,GFP3,4993.10107421875,Detected,2,33.333333333333336
Q9Y600,CSAD,CSAD | Q9Y600,RDH1,6058.89501953125,Detected,2,33.333333333333336
Q9Y600,CSAD,CSAD | Q9Y600,RDH2,NA,Missing,2,33.333333333333336
Q9Y600,CSAD,CSAD | Q9Y600,RDH3,6202.6650390625,Detected,2,33.333333333333336
Q9Y646,CPQ,CPQ | Q9Y646,GFP1,15815.72265625,Detected,2,33.333333333333336
Q9Y646,CPQ,CPQ | Q9Y646,GFP2,NA,Missing,2,33.333333333333336
Q9Y646,CPQ,CPQ | Q9Y646,GFP3,9870.1376953125,Detected,2,33.333333333333336
Q9Y646,CPQ,CPQ | Q9Y646,RDH1,6582.2060546875,Detected,2,33.333333333333336
Q9Y646,CPQ,CPQ | Q9Y646,RDH2,5136.80322265625,Detected,2,33.333333333333336
Q9Y646,CPQ,CPQ | Q9Y646,RDH3,NA,Missing,2,33.333333333333336
